,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
10543,48.0,0.968,0.565,333427.0,0.115,0.86,0.0866,-20.6,0.0442,84.385,0.198,Jazz
10545,55.0,0.00431,0.536,235227.0,0.787,0.696,0.892,-7.0360000000000005,0.0402,165.403,0.437,Jazz
10550,45.0,0.695,0.607,124560.0,0.347,0.0,0.121,-12.241,0.0369,125.485,0.644,Jazz
10551,34.0,0.22,0.435,304000.0,0.5660000000000001,0.00637,0.1639999999999999,-7.563,0.0309,148.798,0.3779999999999999,Jazz
10552,47.0,0.5579999999999999,0.59,532067.0,0.802,0.6990000000000001,0.1639999999999999,-5.776,0.0371,112.024,0.637,Jazz
10553,45.0,0.0522,0.41,242000.0,0.67,0.8690000000000001,0.159,-9.418,0.146,119.975,0.179,Jazz
10554,38.0,0.975,0.382,188787.0,0.283,0.902,0.104,-15.787,0.0361,138.966,0.44,Jazz
10555,40.0,0.346,0.731,172429.0,0.476,7.18e-06,0.113,-9.206,0.301,83.98100000000001,0.528,Jazz
10556,31.0,0.964,0.492,83267.0,0.278,0.941,0.172,-15.384,0.0381,130.981,0.253,Jazz
10558,65.0,0.972,0.515,306173.0,0.0551,0.915,0.0878,-27.383000000000003,0.0477,50.658,0.176,Jazz
10559,61.0,0.181,0.613,290160.0,0.82,1.45e-06,0.049,-10.175,0.0737,115.125,0.465,Jazz
10561,37.0,0.0733,0.5489999999999999,282853.0,0.833,1.03e-05,0.16,-5.646,0.0388,99.094,0.965,Jazz
10562,0.0,0.103,0.517,257640.0,0.638,0.0,0.0725,-6.455,0.0446,165.139,0.62,Jazz
10563,54.0,0.977,0.551,146093.0,0.114,0.8740000000000001,0.141,-24.78,0.0451,70.141,0.124,Jazz
10564,46.0,0.173,0.823,189427.0,0.818,0.0136,0.21,-4.396,0.18,92.973,0.8440000000000001,Jazz
10565,41.0,0.499,0.848,167360.0,0.823,0.916,0.155,-4.021,0.0766,125.022,0.862,Jazz
10566,47.0,0.0275,0.8190000000000001,218121.0,0.727,0.0105,0.0602,-6.114,0.087,95.027,0.534,Jazz
10567,39.0,0.411,0.735,400400.0,0.366,0.777,0.0838,-14.939,0.0486,86.65299999999999,0.598,Jazz
10568,45.0,0.342,0.481,280878.0,0.396,0.309,0.121,-8.154,0.166,88.415,0.405,Jazz
10569,47.0,0.0721,0.84,521867.0,0.772,0.534,0.0536,-9.754,0.15,96.999,0.7959999999999999,Jazz
10570,49.0,0.0323,0.71,344774.0,0.674,0.625,0.349,-7.997000000000001,0.0412,152.037,0.585,Jazz
10571,45.0,0.542,0.7859999999999999,215413.0,0.3379999999999999,0.00987,0.109,-14.19,0.2339999999999999,113.878,0.56,Jazz
10572,51.0,0.996,0.603,176800.0,0.0443,0.0036799999999999,0.177,-12.054,0.0665,66.082,0.233,Jazz
10573,39.0,0.986,0.375,186680.0,0.121,0.00394,0.107,-15.591,0.0423,90.815,0.257,Jazz
10574,46.0,0.2189999999999999,0.701,232160.0,0.29,0.0141,0.406,-10.812,0.105,75.845,0.181,Jazz
10575,47.0,0.908,0.6,171967.0,0.507,2.15e-05,0.124,-5.729,0.183,198.488,0.731,Jazz
10576,43.0,0.6759999999999999,0.541,51587.0,0.0337,0.0,0.335,-33.163000000000004,0.237,128.019,0.397,Jazz
10577,50.0,0.973,0.481,388040.0,0.0775,0.933,0.108,-20.825,0.0509,77.882,0.235,Jazz
10580,50.0,0.369,0.55,240873.0,0.608,1.3e-06,0.155,-9.88,0.066,92.762,0.588,Jazz
10581,58.0,0.0768,0.513,128250.0,0.411,0.884,0.287,-7.205,0.282,84.712,0.545,Jazz
10583,43.0,0.701,0.569,219160.0,0.397,0.894,0.124,-16.239,0.0363,117.397,0.802,Jazz
10584,51.0,0.111,0.457,440840.0,0.5479999999999999,0.00016,0.103,-12.486,0.0551,88.8,0.76,Jazz
10586,33.0,0.179,0.541,263467.0,0.392,0.0213,0.257,-13.363,0.111,92.827,0.486,Jazz
10587,27.0,0.6709999999999999,0.574,285187.0,0.366,0.000586,0.0934,-11.64,0.0418,86.197,0.662,Jazz
10588,46.0,0.805,0.447,184093.0,0.304,0.0,0.065,-10.025,0.0468,117.01,0.402,Jazz
10590,37.0,0.0528,0.649,210079.0,0.862,0.7859999999999999,0.0773,-5.519,0.0281,105.552,0.479,Jazz
10591,37.0,0.138,0.62,287400.0,0.655,0.118,0.336,-7.575,0.043,81.99600000000001,0.259,Jazz
10592,46.0,0.58,0.6,358151.0,0.662,0.952,0.1,-8.285,0.0941,80.85600000000001,0.7070000000000001,Jazz
10593,41.0,0.264,0.6409999999999999,258800.0,0.89,3.08e-05,0.104,-5.08,0.0462,98.699,0.905,Jazz
10594,37.0,0.982,0.352,212107.0,0.262,5.41e-06,0.1369999999999999,-10.300999999999998,0.0368,135.216,0.288,Jazz
10595,32.0,0.972,0.606,375707.0,0.349,0.91,0.0767,-16.259,0.0412,104.33,0.821,Jazz
10596,47.0,0.206,0.715,356040.0,0.682,0.917,0.0967,-10.325,0.0327,101.057,0.509,Jazz
10597,31.0,0.266,0.853,242800.0,0.579,0.952,0.0754,-7.365,0.0375,106.995,0.501,Jazz
10599,33.0,0.665,0.642,411600.0,0.444,0.7929999999999999,0.103,-9.741,0.0281,147.972,0.369,Jazz
10600,35.0,0.353,0.621,93330.0,0.951,0.535,0.215,-7.617999999999999,0.115,95.022,0.637,Jazz
10601,43.0,0.569,0.534,186137.0,0.3329999999999999,3.17e-06,0.0773,-17.066,0.039,114.017,0.249,Jazz
10602,0.0,0.969,0.376,208273.0,0.1119999999999999,0.00137,0.163,-18.05,0.0328,77.625,0.198,Jazz
10603,55.0,0.906,0.653,196780.0,0.2,0.00276,0.192,-10.744000000000002,0.044,127.609,0.319,Jazz
10604,42.0,0.0893,0.7609999999999999,201840.0,0.929,0.228,0.0598,-5.144,0.0484,123.975,0.8640000000000001,Jazz
10605,35.0,0.309,0.629,316000.0,0.51,0.519,0.111,-12.058,0.0407,82.006,0.469,Jazz
10606,33.0,0.0153,0.621,306913.0,0.866,0.794,0.0877,-6.292999999999999,0.0277,109.971,0.534,Jazz
10607,42.0,0.3289999999999999,0.745,364440.0,0.421,0.5870000000000001,0.221,-13.265,0.0563,77.009,0.667,Jazz
10608,38.0,0.00108,0.7759999999999999,448480.0,0.703,0.88,0.352,-16.542,0.0498,125.938,0.922,Jazz
10609,41.0,0.000123,0.4039999999999999,205853.0,0.903,0.812,0.138,-6.237,0.108,131.768,0.352,Jazz
10611,53.0,0.825,0.391,167800.0,0.275,0.0,0.0946,-8.259,0.0277,71.281,0.243,Jazz
10612,64.0,0.268,0.563,274373.0,0.752,0.0,0.113,-7.651,0.0626,184.651,0.943,Jazz
10613,40.0,0.696,0.557,505067.0,0.104,0.899,0.1,-22.669,0.0437,123.145,0.308,Jazz
10614,32.0,0.205,0.529,282667.0,0.402,0.624,0.332,-11.616,0.0567,77.086,0.584,Jazz
10615,36.0,0.991,0.39,238187.0,0.289,0.893,0.126,-12.855,0.0358,88.855,0.382,Jazz
10616,32.0,0.66,0.687,264000.0,0.602,0.0675,0.105,-8.951,0.0357,90.02799999999999,0.69,Jazz
10617,43.0,0.107,0.7340000000000001,150366.0,0.804,0.347,0.111,-5.631,0.0304,94.218,0.779,Jazz
10618,42.0,0.138,0.6759999999999999,197787.0,0.6890000000000001,0.0,0.3339999999999999,-7.837000000000001,0.1369999999999999,117.407,0.73,Jazz
10619,57.0,0.929,0.461,185587.0,0.128,7.340000000000001e-05,0.142,-14.227,0.0345,73.682,0.2339999999999999,Jazz
10622,50.0,0.0338,0.552,317400.0,0.5539999999999999,0.594,0.127,-8.703,0.027,101.319,0.451,Jazz
10625,41.0,0.0844,0.565,272947.0,0.429,0.49,0.063,-11.123,0.0364,77.023,0.3929999999999999,Jazz
10626,32.0,0.178,0.767,219939.0,0.665,0.000217,0.0559999999999999,-7.15,0.0509,96.587,0.8590000000000001,Jazz
10627,43.0,0.0536,0.7859999999999999,192985.0,0.8029999999999999,0.00731,0.306,-5.54,0.254,125.014,0.528,Jazz
10628,41.0,0.841,0.491,194720.0,0.6829999999999999,0.0172,0.41,-7.579,0.125,174.44400000000002,0.5539999999999999,Jazz
10630,36.0,0.752,0.7020000000000001,110344.0,0.4639999999999999,0.784,0.104,-16.895,0.0469,86.98299999999999,0.732,Jazz
10631,32.0,0.0188,0.476,284773.0,0.417,0.7340000000000001,0.0574,-14.968,0.0292,186.079,0.738,Jazz
10635,50.0,0.89,0.456,255639.0,0.17,3.63e-06,0.0931,-14.193,0.0331,114.13,0.1689999999999999,Jazz
10636,41.0,0.0584,0.7929999999999999,305808.0,0.596,0.0,0.555,-9.532,0.0464,108.548,0.7290000000000001,Jazz
10638,29.0,0.0376,0.335,600187.0,0.575,0.9,0.132,-9.156,0.0409,96.252,0.347,Jazz
10639,47.0,0.8909999999999999,0.6729999999999999,200253.0,0.218,0.8190000000000001,0.182,-15.757,0.0683,121.352,0.585,Jazz
10640,34.0,0.908,0.322,300125.0,0.226,0.78,0.413,-15.893,0.0335,91.342,0.298,Jazz
10642,41.0,0.967,0.875,87805.0,0.244,0.928,0.119,-18.724,0.166,82.01,0.48,Jazz
10643,55.0,0.487,0.836,276453.0,0.401,0.0012699999999999,0.237,-10.949000000000002,0.148,140.016,0.477,Jazz
10644,40.0,0.956,0.113,166533.0,0.264,0.000931,0.344,-14.126,0.0316,79.204,0.152,Jazz
10645,38.0,0.413,0.522,268107.0,0.581,0.947,0.0743,-12.692,0.0311,129.605,0.171,Jazz
10647,28.0,0.423,0.858,294267.0,0.706,0.596,0.106,-8.718,0.0399,115.002,0.7759999999999999,Jazz
10648,39.0,0.327,0.794,293233.0,0.616,0.799,0.099,-4.4110000000000005,0.0338,115.527,0.853,Jazz
10649,31.0,0.762,0.4579999999999999,281480.0,0.4029999999999999,0.302,0.0844,-11.419,0.0276,143.667,0.647,Jazz
10650,35.0,0.216,0.677,238973.0,0.365,0.0431,0.136,-11.390999999999998,0.0337,95.004,0.361,Jazz
10651,43.0,0.303,0.706,404306.0,0.529,0.8320000000000001,0.244,-11.116,0.0366,105.023,0.331,Jazz
10652,35.0,0.377,0.777,257099.0,0.532,0.00153,0.109,-9.665,0.103,90.057,0.622,Jazz
10653,46.0,0.1989999999999999,0.85,285161.0,0.491,0.00326,0.123,-3.802,0.0843,95.028,0.769,Jazz
10654,35.0,0.71,0.742,356600.0,0.308,0.191,0.108,-9.817,0.0486,75.00399999999999,0.602,Jazz
10655,57.0,0.162,0.664,205613.0,0.621,0.0694,0.353,-6.521,0.0671,89.566,0.489,Jazz
10657,57.0,0.92,0.535,153867.0,0.24,0.0,0.111,-15.198,0.085,128.547,0.49,Jazz
10658,45.0,0.693,0.799,247619.0,0.778,0.0101,0.118,-7.852,0.105,125.996,0.8059999999999999,Jazz
10660,37.0,0.75,0.261,58017.0,0.252,0.4029999999999999,0.36,-18.071,0.0361,145.648,0.485,Jazz
10661,37.0,0.715,0.416,198457.0,0.604,0.8009999999999999,0.083,-9.593,0.213,204.929,0.711,Jazz
10663,42.0,0.192,0.331,313560.0,0.561,0.0805,0.0729,-7.169,0.0468,84.245,0.288,Jazz
10664,35.0,0.0764,0.528,321680.0,0.815,0.0,0.0803,-6.745,0.0789,98.492,0.6990000000000001,Jazz
10665,37.0,0.747,0.501,221600.0,0.322,0.0,0.254,-13.916,0.0428,141.639,0.698,Jazz
10667,0.0,0.992,0.427,168737.0,0.0947,0.929,0.1169999999999999,-15.726,0.0405,73.417,0.204,Jazz
10668,37.0,0.1939999999999999,0.5529999999999999,290333.0,0.675,0.103,0.0588,-11.603,0.0336,151.99,0.941,Jazz
10669,43.0,0.00798,0.309,297293.0,0.737,0.000783,0.288,-6.234,0.0406,139.727,0.321,Jazz
10670,32.0,0.967,0.297,191054.0,0.115,0.985,0.125,-15.811,0.0371,105.77,0.176,Jazz
10673,43.0,0.0473,0.888,357960.0,0.54,0.706,0.0492,-9.361,0.0572,118.003,0.248,Jazz
10674,36.0,0.1689999999999999,0.271,157117.0,0.6990000000000001,0.629,0.278,-8.508,0.0455,149.292,0.1969999999999999,Jazz
10675,28.0,0.115,0.6579999999999999,241933.0,0.516,0.568,0.0902,-16.534000000000002,0.0321,102.825,0.342,Jazz
10676,54.0,0.81,0.499,143027.0,0.304,0.0,0.0546,-11.541,0.0633,129.30100000000002,0.521,Jazz
10677,50.0,0.108,0.665,180760.0,0.732,0.0,0.107,-5.981,0.111,90.007,0.604,Jazz
10678,32.0,0.8590000000000001,0.498,361733.0,0.0553,0.00799,0.266,-16.367,0.0378,113.356,0.198,Jazz
10679,36.0,0.586,0.4529999999999999,143993.0,0.4529999999999999,0.104,0.218,-12.45,0.265,180.89,0.54,Jazz
10680,38.0,0.209,0.551,372133.0,0.828,0.0363,0.0764,-9.371,0.0353,108.07,0.802,Jazz
10683,39.0,0.122,0.8390000000000001,218000.0,0.8640000000000001,0.486,0.0781,-6.199,0.0471,120.053,0.942,Jazz
10684,58.0,0.0119,0.799,224493.0,0.69,2.87e-05,0.133,-4.998,0.0749,129.297,0.8959999999999999,Jazz
10685,51.0,0.5489999999999999,0.71,333499.0,0.317,0.0028899999999999,0.43,-12.351,0.0335,104.016,0.408,Jazz
10687,37.0,0.982,0.489,837813.0,0.2269999999999999,0.8959999999999999,0.125,-11.819,0.0369,106.793,0.196,Jazz
10689,43.0,0.256,0.8490000000000001,191667.0,0.307,0.0003399999999999,0.354,-14.845999999999998,0.166,98.454,0.693,Jazz
10690,43.0,0.114,0.78,143541.0,0.551,0.193,0.122,-7.387,0.0543,125.446,0.5870000000000001,Jazz
10691,34.0,0.757,0.868,130909.0,0.305,0.929,0.115,-8.667,0.0869,88.154,0.6559999999999999,Jazz
10692,44.0,0.5870000000000001,0.7070000000000001,202053.0,0.708,1.46e-05,0.0764,-7.542999999999999,0.1169999999999999,126.696,0.908,Jazz
10693,57.0,0.8370000000000001,0.568,170547.0,0.423,0.0,0.144,-8.453,0.0859,93.964,0.516,Jazz
10694,33.0,0.987,0.435,344080.0,0.0435,0.76,0.0985,-24.654,0.0423,77.533,0.186,Jazz
10695,29.0,0.204,0.5539999999999999,229977.0,0.545,0.174,0.0694,-10.537,0.0305,171.97,0.591,Jazz
10697,41.0,0.0045,0.444,339172.0,0.624,0.523,0.185,-6.744,0.0355,139.362,0.154,Jazz
10698,30.0,0.0167,0.852,211947.0,0.685,0.0442,0.0608,-6.81,0.18,127.979,0.64,Jazz
10699,31.0,0.367,0.578,222133.0,0.477,0.0386,0.285,-6.672999999999999,0.0274,122.61,0.109,Jazz
10700,44.0,0.299,0.6809999999999999,152067.0,0.639,0.0,0.21,-11.687,0.0635,127.409,0.985,Jazz
10702,42.0,0.6890000000000001,0.6829999999999999,214000.0,0.424,0.888,0.107,-14.727,0.053,142.905,0.833,Jazz
10704,33.0,0.785,0.52,379413.0,0.473,0.0233,0.0931,-9.953,0.0407,95.052,0.802,Jazz
10705,37.0,0.252,0.457,277413.0,0.293,0.69,0.174,-14.749,0.0303,144.106,0.253,Jazz
10706,27.0,0.738,0.452,408733.0,0.429,0.422,0.103,-12.671,0.0278,128.058,0.563,Jazz
10707,30.0,0.905,0.57,172469.0,0.643,0.00172,0.28,-6.65,0.4429999999999999,80.041,0.696,Jazz
10708,42.0,0.758,0.344,183560.0,0.143,0.00187,0.2269999999999999,-12.874,0.0294,93.826,0.145,Jazz
10709,44.0,0.7829999999999999,0.418,319067.0,0.531,2.11e-06,0.127,-11.441,0.1,94.066,0.612,Jazz
10710,42.0,0.529,0.762,128000.0,0.584,0.128,0.128,-8.022,0.153,74.997,0.698,Jazz
10711,38.0,0.547,0.3989999999999999,202200.0,0.431,2e-06,0.3329999999999999,-11.315,0.0257,80.02199999999999,0.565,Jazz
10712,54.0,0.967,0.484,211467.0,0.0653,0.0203,0.0728,-17.207,0.0312,89.045,0.154,Jazz
10713,45.0,0.0104,0.497,196160.0,0.616,2.09e-06,0.241,-15.392,0.0401,119.95,0.855,Jazz
10714,30.0,0.179,0.4579999999999999,511187.0,0.31,0.804,0.1639999999999999,-12.873,0.0361,141.911,0.0561,Jazz
10715,38.0,0.171,0.542,261080.0,0.68,0.00258,0.0983,-7.667999999999999,0.03,95.957,0.622,Jazz
10716,28.0,0.945,0.492,182800.0,0.122,0.868,0.108,-19.844,0.0702,131.64600000000002,0.599,Jazz
10717,35.0,0.174,0.846,280680.0,0.634,0.953,0.0604,-8.993,0.03,91.915,0.899,Jazz
10718,49.0,0.922,0.425,269000.0,0.0199,0.00014,0.102,-21.988000000000003,0.0447,60.888000000000005,0.181,Jazz
10719,34.0,0.324,0.472,276093.0,0.178,0.139,0.133,-13.836,0.0365,125.966,0.0802,Jazz
10720,45.0,0.0928,0.581,300837.0,0.588,0.0141,0.0852,-7.468999999999999,0.0555,171.645,0.815,Jazz
10721,42.0,0.852,0.504,162360.0,0.392,0.0,0.176,-8.079,0.0581,77.442,0.807,Jazz
10722,35.0,0.926,0.662,140488.0,0.299,0.8059999999999999,0.122,-14.095999999999998,0.0468,122.928,0.2739999999999999,Jazz
10724,31.0,0.177,0.698,317973.0,0.741,0.352,0.0622,-8.163,0.1009999999999999,119.808,0.86,Jazz
10725,43.0,0.5579999999999999,0.6729999999999999,326594.0,0.7170000000000001,0.0,0.074,-6.872999999999999,0.0539,97.156,0.971,Jazz
10726,47.0,0.163,0.52,207987.0,0.483,0.5770000000000001,0.1119999999999999,-8.985,0.0276,120.855,0.327,Jazz
10727,52.0,0.816,0.544,142132.0,0.779,0.0174,0.564,-6.013999999999999,0.0619,117.193,0.875,Jazz
10729,48.0,0.0111,0.626,190750.0,0.617,0.000986,0.212,-4.78,0.275,191.86,0.425,Jazz
10730,45.0,0.805,0.391,275389.0,0.513,0.914,0.131,-13.444,0.0328,92.732,0.474,Jazz
10731,37.0,0.838,0.373,176733.0,0.518,8.52e-06,0.106,-8.622,0.0406,85.639,0.419,Jazz
10732,28.0,0.8640000000000001,0.319,229573.0,0.217,0.917,0.148,-13.94,0.0351,80.17,0.2289999999999999,Jazz
10736,30.0,0.204,0.812,293107.0,0.7340000000000001,0.6679999999999999,0.0765,-7.119,0.053,116.104,0.74,Jazz
10737,50.0,0.0374,0.5710000000000001,127587.0,0.325,0.0535,0.207,-7.871,0.0534,178.546,0.3339999999999999,Jazz
10738,36.0,0.73,0.419,163053.0,0.407,0.000535,0.488,-11.657,0.0337,120.892,0.534,Jazz
10739,40.0,0.568,0.73,214987.0,0.6459999999999999,0.8320000000000001,0.0704,-8.2,0.0375,83.025,0.823,Jazz
10740,46.0,0.0516,0.5670000000000001,317507.0,0.5660000000000001,0.0429,0.108,-8.007,0.0321,134.97899999999998,0.344,Jazz
10741,34.0,0.88,0.305,466000.0,0.502,0.954,0.11,-9.171,0.0288,96.105,0.276,Jazz
10742,44.0,0.762,0.491,244200.0,0.226,2.3e-05,0.107,-14.056,0.0421,106.515,0.288,Jazz
10743,31.0,0.361,0.73,251107.0,0.585,0.92,0.317,-10.605,0.043,88.022,0.764,Jazz
10744,54.0,0.6940000000000001,0.2769999999999999,824133.0,0.242,0.4639999999999999,0.113,-18.442,0.0342,175.384,0.285,Jazz
10745,46.0,0.079,0.954,148707.0,0.356,1.3699999999999998e-05,0.092,-17.975,0.236,110.053,0.335,Jazz
10746,34.0,0.3879999999999999,0.667,298267.0,0.574,0.75,0.139,-7.957999999999999,0.0247,99.976,0.603,Jazz
10748,44.0,0.957,0.499,200040.0,0.0647,0.0,0.086,-16.807000000000002,0.0537,133.766,0.451,Jazz
10749,55.0,0.987,0.58,256187.0,0.083,0.879,0.108,-17.358,0.0326,64.696,0.157,Jazz
10750,40.0,0.489,0.586,363566.0,0.349,0.28,0.0711,-13.492,0.0406,102.493,0.382,Jazz
10751,41.0,0.95,0.414,176573.0,0.1169999999999999,0.0007639999999999,0.357,-13.782,0.0331,80.316,0.244,Jazz
10752,33.0,0.991,0.504,251200.0,0.204,0.934,0.239,-13.726,0.0432,69.446,0.3329999999999999,Jazz
10753,52.0,0.0322,0.38,169600.0,0.6459999999999999,0.0282,0.0872,-11.13,0.0411,162.461,0.722,Jazz
10754,46.0,0.0812,0.6609999999999999,160528.0,0.516,0.973,0.254,-9.283,0.142,83.788,0.617,Jazz
10756,42.0,0.521,0.823,194821.0,0.341,0.0136,0.0938,-6.198,0.13,173.995,0.879,Jazz
10757,35.0,0.000101,0.303,422973.0,0.951,0.0024,0.365,-4.919,0.0752,110.002,0.401,Jazz
10758,53.0,0.3989999999999999,0.603,141830.0,0.675,0.0,0.124,-6.555,0.0637,93.766,0.82,Jazz
10759,51.0,0.542,0.612,234734.0,0.7190000000000001,7.76e-06,0.0424,-6.4510000000000005,0.287,201.978,0.893,Jazz
10760,45.0,0.909,0.539,200280.0,0.182,0.0,0.1369999999999999,-13.015,0.0433,143.78799999999998,0.565,Jazz
10761,37.0,0.76,0.579,323133.0,0.531,0.0778,0.115,-10.427,0.0279999999999999,94.133,0.52,Jazz
10762,49.0,0.7040000000000001,0.476,400227.0,0.318,0.0655,0.0865,-15.814,0.0285,113.91,0.356,Jazz
10763,7.0,0.348,0.705,299235.0,0.7040000000000001,7.27e-06,0.071,-8.627,0.0508,90.725,0.628,Jazz
10765,37.0,0.818,0.426,399053.0,0.156,0.893,0.0947,-30.385,0.0595,69.918,0.138,Jazz
10767,36.0,0.0944,0.449,226653.0,0.7809999999999999,0.6809999999999999,0.503,-12.849,0.0823,119.166,0.933,Jazz
10769,36.0,0.0438,0.417,264467.0,0.41,0.0066099999999999,0.247,-9.002,0.0277,78.92699999999999,0.093,Jazz
10773,38.0,0.8640000000000001,0.508,199440.0,0.192,0.0,0.0497,-10.291,0.052,76.777,0.251,Jazz
10776,38.0,0.0758,0.628,332760.0,0.625,0.645,0.48,-9.224,0.0465,172.15400000000002,0.148,Jazz
10777,44.0,0.472,0.607,195933.0,0.381,2.43e-05,0.105,-10.821,0.0735,167.42,0.703,Jazz
10779,54.0,0.144,0.5489999999999999,342067.0,0.294,0.7979999999999999,0.108,-13.181,0.0337,115.299,0.146,Jazz
10780,37.0,0.482,0.6659999999999999,311989.0,0.157,5.56e-06,0.12,-21.071,0.0385,116.642,0.514,Jazz
10781,50.0,0.917,0.652,204307.0,0.233,0.000419,0.0848,-14.186,0.0306,140.017,0.352,Jazz
10782,43.0,0.158,0.68,296187.0,0.509,0.836,0.107,-10.146,0.0364,160.012,0.518,Jazz
10783,63.0,0.72,0.52,218142.0,0.306,0.0,0.0901,-9.679,0.141,141.491,0.3,Jazz
10784,39.0,0.96,0.479,268625.0,0.146,2.11e-06,0.1159999999999999,-9.482,0.0331,123.634,0.12,Jazz
10785,35.0,0.64,0.477,477693.0,0.301,6.3e-06,0.0881,-15.635,0.0351,174.859,0.519,Jazz
10786,33.0,0.672,0.679,203013.0,0.5379999999999999,0.0155,0.054,-12.26,0.0465,107.308,0.935,Jazz
10787,39.0,0.0149,0.6459999999999999,214973.0,0.898,0.885,0.225,-9.979,0.0434,90.01299999999999,0.38,Jazz
10788,37.0,0.6759999999999999,0.597,425627.0,0.1969999999999999,0.0168,0.128,-16.144000000000002,0.0516,93.371,0.41,Jazz
10789,52.0,0.949,0.37,378520.0,0.115,0.933,0.33,-24.572,0.0313,102.334,0.1889999999999999,Jazz
10790,31.0,0.92,0.523,192186.0,0.33,0.0103,0.0808,-10.549,0.0435,159.94899999999998,0.7070000000000001,Jazz
10791,37.0,0.1119999999999999,0.496,169498.0,0.8140000000000001,5.52e-06,0.476,-6.806,0.589,152.224,0.8240000000000001,Jazz
10792,46.0,0.866,0.539,226600.0,0.325,0.00518,0.12,-11.041,0.0321,80.222,0.411,Jazz
10793,25.0,0.00483,0.628,294219.0,0.489,0.907,0.107,-11.908,0.102,80.051,0.208,Jazz
10794,38.0,0.0505,0.6679999999999999,519373.0,0.735,0.7879999999999999,0.0424,-12.577,0.0473,121.686,0.94,Jazz
10795,51.0,0.442,0.535,253253.0,0.701,0.0052,0.0645,-7.862,0.0361,97.692,0.945,Jazz
10796,37.0,0.143,0.731,190710.0,0.2,0.89,0.12,-15.669,0.0659,145.88299999999998,0.455,Jazz
10797,39.0,0.0404,0.436,216733.0,0.6990000000000001,0.000216,0.11,-6.671,0.0411,79.89699999999999,0.1009999999999999,Jazz
10798,1.0,0.624,0.6,243667.0,0.363,0.0033,0.122,-12.743,0.047,97.178,0.243,Jazz
10799,35.0,0.764,0.606,162347.0,0.292,2.02e-06,0.0804,-10.007,0.0352,120.085,0.5710000000000001,Jazz
10800,46.0,0.376,0.8640000000000001,183577.0,0.528,0.7759999999999999,0.31,-8.645,0.106,121.753,0.81,Jazz
10801,38.0,0.238,0.852,223146.0,0.299,0.0315,0.113,-9.073,0.17,140.032,0.519,Jazz
10802,31.0,0.8640000000000001,0.696,278667.0,0.4,0.8170000000000001,0.103,-9.791,0.0581,98.0,0.632,Jazz
10803,37.0,0.8079999999999999,0.245,157560.0,0.371,1.08e-06,0.307,-7.88,0.039,185.96,0.387,Jazz
10804,44.0,0.721,0.423,136360.0,0.27,0.0,0.2189999999999999,-9.9,0.0263,74.03699999999999,0.365,Jazz
10805,48.0,0.156,0.677,249847.0,0.565,0.74,0.108,-8.057,0.0361,90.023,0.54,Jazz
10806,46.0,0.1889999999999999,0.76,370611.0,0.675,0.0203,0.109,-6.276,0.0745,97.021,0.417,Jazz
10811,31.0,0.618,0.687,207588.0,0.337,5.36e-05,0.0987,-10.435,0.035,81.531,0.6920000000000001,Jazz
10813,43.0,0.021,0.573,368000.0,0.969,0.927,0.119,-4.092,0.0433,133.54,0.775,Jazz
10816,28.0,0.514,0.374,327453.0,0.493,0.0286,0.0917,-9.087,0.0616,91.995,0.36,Jazz
10818,39.0,0.00181,0.409,430359.0,0.868,0.0763,0.0511,-7.056,0.124,187.079,0.858,Jazz
10819,41.0,0.8029999999999999,0.242,157560.0,0.362,0.0,0.226,-8.042,0.038,183.545,0.405,Jazz
10820,49.0,0.777,0.5920000000000001,149560.0,0.522,0.0,0.2189999999999999,-9.922,0.217,150.452,0.8079999999999999,Jazz
10822,54.0,0.565,0.795,205813.0,0.623,1.09e-05,0.062,-5.375,0.0461,93.03,0.96,Jazz
10823,54.0,0.925,0.42,314573.0,0.109,0.948,0.1119999999999999,-24.353,0.0417,114.013,0.119,Jazz
10825,39.0,0.975,0.3289999999999999,247227.0,0.0222,0.000345,0.0717,-25.0,0.0323,91.249,0.072,Jazz
10827,32.0,0.652,0.304,202896.0,0.551,0.000419,0.13,-12.323,0.0861,98.302,0.157,Jazz
10829,67.0,0.833,0.556,171467.0,0.61,2.22e-06,0.258,-4.729,0.213,199.373,0.665,Jazz
10830,44.0,0.165,0.8440000000000001,236768.0,0.7070000000000001,0.0,0.664,-8.422,0.158,99.011,0.7170000000000001,Jazz
10832,59.0,0.677,0.455,330678.0,0.187,0.0524,0.111,-12.773,0.0328,118.934,0.0792,Jazz
10833,56.0,0.6829999999999999,0.497,204056.0,0.636,0.0,0.228,-8.71,0.0723,93.777,0.69,Jazz
10834,48.0,0.969,0.621,149200.0,0.17,0.000118,0.105,-17.399,0.0954,107.857,0.46,Jazz
10838,41.0,0.284,0.4,583174.0,0.889,0.78,0.0885,-8.315,0.1,103.528,0.5529999999999999,Jazz
10839,52.0,0.132,0.43,351876.0,0.639,0.942,0.196,-8.125,0.0401,151.437,0.171,Jazz
10840,55.0,0.135,0.6829999999999999,193115.0,0.6759999999999999,0.0,0.126,-7.26,0.0588,96.044,0.643,Jazz
10841,52.0,0.883,0.6609999999999999,124173.0,0.7120000000000001,0.742,0.125,-4.899,0.0958,97.645,0.603,Jazz
